品名,地區,判定係數
絲瓜,溪湖鎮,0.0
枇杷,嘉義市,-inf
芒果,嘉義市,0.0
蜜棗,台北二,
荔枝,台北二,-inf
筍乾,台北一,
筍茸,板橋區,-inf
蜜棗,三重區,
荔枝,三重區,0.0
韭菜,三重區,0.0
大蒜,三重區,0.0
芋,三重區,0.0
豆薯,三重區,0.0
蓮藕,三重區,0.0
甘薯,三重區,0.0
薑,三重區,0.0
茭白筍,三重區,0.0
薯蕷,三重區,0.0
蘆筍,三重區,0.0
球莖甘藍,三重區,0.0
芽菜類,三重區,
甜瓜,三重區,0.0
洋香瓜,三重區,0.0
蘋果,三重區,0.0
甜桃,三重區,0.0
桃子,三重區,0.0
李,東勢鎮,0.0
絲瓜,永靖鄉,0.0
西洋梨,台北一,0.0
梅,台北二,-inf
梅,台北一,
梅,板橋區,
半天花,台北一,0.0
筍乾,板橋區,0.0
半天筍,板橋區,0.0
半天花,板橋區,
梅,三重區,
栗子,三重區,
梅,東勢鎮,
扁蒲,溪湖鎮,1.1102230246251565e-16
桑椹,台北一,-inf
李,板橋區,0.0
筍片,板橋區,0.0
熟筍,三重區,0.0
甜瓜,嘉義市,0.0
桑椹,台北二,0.0
黑甜仔菜,板橋區,
桑椹,三重區,
扁蒲,永靖鄉,-inf
半天花,台北二,-inf
椰子,宜蘭市,0.0
釋迦,宜蘭市,0.0
梅,宜蘭市,
草莓,宜蘭市,
百香果,宜蘭市,0.0
小番茄,宜蘭市,0.0
火龍果,宜蘭市,0.0
香蕉,宜蘭市,0.0
鳳梨,宜蘭市,0.0
椪柑,宜蘭市,
茂谷柑,宜蘭市,
桶柑,宜蘭市,
甜橙,宜蘭市,-inf
雜柑,宜蘭市,0.0
花椰菜,宜蘭市,
胡瓜,宜蘭市,0.0
花胡瓜,宜蘭市,0.0
冬瓜,宜蘭市,0.0
絲瓜,宜蘭市,-inf
苦瓜,宜蘭市,0.0
扁蒲,宜蘭市,0.0
茄子,宜蘭市,0.0
蕃茄,宜蘭市,0.0
甜椒,宜蘭市,0.0
青花苔,宜蘭市,0.0
南瓜,宜蘭市,0.0
辣椒,宜蘭市,0.0
玉米,宜蘭市,0.0
酪梨,宜蘭市,0.0
葡萄柚,宜蘭市,0.0
木瓜,宜蘭市,-inf
甘藍,宜蘭市,0.0
小白菜,宜蘭市,
包心白菜,宜蘭市,
青江白菜,宜蘭市,0.0
蕹菜,宜蘭市,0.0
芹菜,宜蘭市,0.0
菠菜,宜蘭市,
芥菜,宜蘭市,0.0
芥藍菜,宜蘭市,0.0
茼蒿,宜蘭市,
莧菜,宜蘭市,
九層塔,宜蘭市,0.0
紅鳳菜,宜蘭市,0.0
梨,宜蘭市,
番石榴,宜蘭市,
葡萄,宜蘭市,
蘿蔔,宜蘭市,0.0
青蔥,宜蘭市,0.0
韭菜,宜蘭市,0.0
大蒜,宜蘭市,0.0
芋,宜蘭市,
茭白筍,宜蘭市,
西瓜,宜蘭市,
梅,豐原區,
紅鳳菜,豐原區,
西瓜,豐原區,-inf
桃子,豐原區,
甜桃,豐原區,
敏豆,南投市,
小白菜,南投市,
椰子,高雄市,-inf
草莓,高雄市,
百香果,高雄市,
小番茄,高雄市,
火龍果,高雄市,-inf
其他,高雄市,
香蕉,高雄市,-inf
鳳梨,高雄市,
椪柑,高雄市,
甜橙,高雄市,
雜柑,高雄市,-inf
黃秋葵,高雄市,-inf
花椰菜,高雄市,-inf
胡瓜,高雄市,
花胡瓜,高雄市,
冬瓜,高雄市,
絲瓜,高雄市,
苦瓜,高雄市,
扁蒲,高雄市,
茄子,高雄市,
蕃茄,高雄市,
甜椒,高雄市,-inf
豌豆,高雄市,
菜豆,高雄市,
敏豆,高雄市,
毛豆,高雄市,-inf
青花苔,高雄市,
南瓜,高雄市,
隼人瓜,高雄市,
辣椒,高雄市,-inf
玉米,高雄市,
落花生,高雄市,
甘藍,高雄市,
小白菜,高雄市,-inf
包心白菜,高雄市,-inf
包心白,高雄市,-inf
青江白菜,高雄市,
皇宮菜,高雄市,
蕹菜,高雄市,
芹菜,高雄市,
菠菜,高雄市,
萵苣菜,高雄市,
芥菜,高雄市,
芥藍菜,高雄市,
莧菜,高雄市,
油菜,高雄市,
甘藷葉,高雄市,
芫荽,高雄市,
九層塔,高雄市,
紅鳳菜,高雄市,
海菜,高雄市,-inf
蕨菜,高雄市,
洋菇,高雄市,
草菇,高雄市,
濕木耳,高雄市,
溼香菇,高雄市,
金絲菇,高雄市,
蠔菇,高雄市,-inf
秀珍菇,高雄市,
杏鮑菇,高雄市,
珊瑚菇,高雄市,-inf
其他菇類,高雄市,
鹹菜,高雄市,
雪裡紅,高雄市,
蘿蔔乾,高雄市,
醃瓜,高雄市,
桶筍,高雄市,
筍乾,高雄市,
筍絲,高雄市,
其他蔬菜,高雄市,
蘿蔔,高雄市,
胡蘿蔔,高雄市,
馬鈴薯,高雄市,-inf
洋蔥,高雄市,
青蔥,高雄市,
韭菜,高雄市,
大蒜,高雄市,
竹筍,高雄市,
芋,高雄市,
荸薺,高雄市,
豆薯,高雄市,
牛蒡,高雄市,
蓮藕,高雄市,
甘薯,高雄市,
薑,高雄市,
茭白筍,高雄市,
薯蕷,高雄市,-inf
蘆筍,高雄市,
芽菜類,高雄市,
甘蔗,台北二,0.0
越瓜,板橋區,0.0
番石榴,東勢鎮,0.0
李,嘉義市,
人參葉,台北二,0.0
越瓜,台北一,0.0
蕎頭,台北二,0.0
蕎頭,板橋區,
金針花,三重區,0.0
菜豆,溪湖鎮,0.0
榴槤,嘉義市,0.0
醃瓜,三重區,0.0
甜椒,溪湖鎮,0.0
樊花,板橋區,
越瓜,三重區,-2.220446049250313e-16
楊梅,台北二,
香椿,台北一,0.0
荔枝,板橋區,0.0
楊梅,板橋區,
甘蔗筍,台北一,
薑,宜蘭市,
大心菜,宜蘭市,
藍莓,豐原區,
榴槤,豐原區,
橄欖,豐原區,-inf
芒果,豐原區,0.0
甜瓜,豐原區,0.0
越瓜,溪湖鎮,0.0
胡瓜,南投市,0.0
菜豆,南投市,
筍絲,台北一,
草菇,三重區,-inf
百合,高雄市,0.0
黃秋葵,花蓮市,0.0
菜豆,花蓮市,0.0
金針花,花蓮市,
落花生,花蓮市,0.0
熟筍,花蓮市,
甘薯,花蓮市,0.0
蕎頭,花蓮市,
薯蕷,花蓮市,0.0
藍莓,台北一,0.0
香椿,台北二,
其他花類,板橋區,0.0
楊梅,三重區,
荔枝,嘉義市,
楊梅,台北一,
竹筍,三重區,0.0
西瓜,三重區,0.0
水蜜桃,三重區,-inf
百香果,桃農,
火龍果,桃農,
香蕉,桃農,
雜柑,桃農,
黃秋葵,桃農,-inf
花椰菜,桃農,-inf
胡瓜,桃農,
花胡瓜,桃農,-inf
冬瓜,桃農,
絲瓜,桃農,
苦瓜,桃農,
扁蒲,桃農,
茄子,桃農,-inf
蕃茄,桃農,
甜椒,桃農,-inf
豌豆,桃農,
菜豆,桃農,-inf
敏豆,桃農,
青花苔,桃農,
越瓜,桃農,
南瓜,桃農,
隼人瓜,桃農,
辣椒,桃農,
玉米,桃農,
木瓜,桃農,
甘藍,桃農,
小白菜,桃農,
包心白菜,桃農,
包心白,桃農,-inf
青江白菜,桃農,
皇宮菜,桃農,
蕹菜,桃農,
芹菜,桃農,
萵苣菜,桃農,-inf
芥菜,桃農,
芥藍菜,桃農,
莧菜,桃農,-inf
油菜,桃農,-inf
甘藷葉,桃農,
九層塔,桃農,
海菜,桃農,
濕木耳,桃農,
蘿蔔,桃農,
胡蘿蔔,桃農,
馬鈴薯,桃農,
青蔥,桃農,
韭菜,桃農,-inf
大蒜,桃農,-inf
竹筍,桃農,
芋,桃農,-inf
甘薯,桃農,
茭白筍,桃農,
薯蕷,桃農,
椰子,台中市,
百香果,台中市,-inf
小番茄,台中市,
火龍果,台中市,
其他,台中市,
香蕉,台中市,
鳳梨,台中市,
甜橙,台中市,-inf
雜柑,台中市,
黃秋葵,台中市,-inf
花椰菜,台中市,-inf
胡瓜,台中市,
花胡瓜,台中市,
冬瓜,台中市,
絲瓜,台中市,
苦瓜,台中市,
扁蒲,台中市,
茄子,台中市,
蕃茄,台中市,
甜椒,台中市,
豌豆,台中市,
菜豆,台中市,
敏豆,台中市,
青花苔,台中市,
南瓜,台中市,-inf
隼人瓜,台中市,
辣椒,台中市,
玉米,台中市,
酪梨,台中市,-inf
奇異果,台中市,
木瓜,台中市,
甘藍,台中市,
小白菜,台中市,-inf
包心白菜,台中市,-inf
包心白,台中市,
青江白菜,台中市,
皇宮菜,台中市,
蕹菜,台中市,
芹菜,台中市,
萵苣菜,台中市,-inf
冬瓜,豐原區,-inf
落花生,溪湖鎮,0.0
濕香菇,台北一,
蠔菇,三重區,0.0
酪梨,嘉義市,1.1102230246251565e-16
鹹菜,三重區,
火龍果,東勢鎮,0.0
皇宮菜,花蓮市,-inf
竹筍,花蓮市,
豬母菜,台北二,0.0
桶筍,台北二,0.0
晚香玉筍,板橋區,
蘿蔔乾,三重區,
牛蒡,三重區,-inf
芹菜,花蓮市,-inf
桶筍,板橋區,
筍片,台北一,-inf
龍眼,嘉義市,
柚子,板橋區,0.0
橄欖,板橋區,
巴西利,三重區,
柚子,嘉義市,0.0
柚子,豐原區,
辣椒,溪湖鎮,
溫州柑,台北一,
山竹,台北二,
山竹,台北一,0.0
蓮藕,花蓮市,-inf
蘋果,東勢鎮,
洛神花,花蓮市,
山竹,板橋區,
山竹,三重區,
蕹菜,花蓮市,
菠菜,花蓮市,-inf
茭白筍,花蓮市,
西施柚,嘉義市,-inf
芥藍菜,花蓮市,
香櫞,台北二,
甘蔗,宜蘭市,
黃金果,宜蘭市,
柚子,宜蘭市,
油菜,宜蘭市,-inf
蓮霧,宜蘭市,
甜瓜,宜蘭市,
洋香瓜,宜蘭市,
柿子,宜蘭市,
栗子,豐原區,
蕨菜,豐原區,
柿子,豐原區,
松茸,台北二,
石榴,板橋區,
人參葉,三重區,
豔陽柑,台北二,
豔陽柑,板橋區,
